state,report_date,as_of_date,self_response,nrfu,enumerated
U.S. Total,2020-09-12,2020-09-11,65.7,25,90.8
Alabama,2020-09-12,2020-09-11,62.4,19.9,82.3
Alaska,2020-09-12,2020-09-11,53.5,39.7,93.1
Arizona,2020-09-12,2020-09-11,62.5,21.4,83.9
Arkansas,2020-09-12,2020-09-11,59.9,34.4,94.3
California,2020-09-12,2020-09-11,68.2,25.5,93.7
Colorado,2020-09-12,2020-09-11,69,21.9,90.9
Connecticut,2020-09-12,2020-09-11,69.7,26.1,95.8
Delaware,2020-09-12,2020-09-11,63.6,25.2,88.8
District of Columbia,2020-09-12,2020-09-11,62.2,26.5,88.8
Florida,2020-09-12,2020-09-11,62.5,23.5,86
Georgia,2020-09-12,2020-09-11,61.1,21.9,83.1
Hawaii,2020-09-12,2020-09-11,62.2,35.4,97.6
Idaho,2020-09-12,2020-09-11,68.9,30.2,99.1
Illinois,2020-09-12,2020-09-11,70.2,23.9,94.1
Indiana,2020-09-12,2020-09-11,69.6,26.8,96.4
Iowa,2020-09-12,2020-09-11,70.4,17.7,88.1
Kansas,2020-09-12,2020-09-11,69.1,27.5,96.5
Kentucky,2020-09-12,2020-09-11,67.5,21,88.5
Louisiana,2020-09-12,2020-09-11,58.9,24.5,83.5
Maine,2020-09-12,2020-09-11,57.6,39.1,96.7
Maryland,2020-09-12,2020-09-11,70,22.9,92.8
Massachusetts,2020-09-12,2020-09-11,68.2,25.3,93.5
Michigan,2020-09-12,2020-09-11,70.5,20.4,90.9
Minnesota,2020-09-12,2020-09-11,74.4,20.6,95
Mississippi,2020-09-12,2020-09-11,59.4,23.7,83.1
Missouri,2020-09-12,2020-09-11,65.1,29,94.1
Montana,2020-09-12,2020-09-11,59,24.2,83.2
Nebraska,2020-09-12,2020-09-11,71.1,21.1,92.1
Nevada,2020-09-12,2020-09-11,65.3,24.7,90
New Hampshire,2020-09-12,2020-09-11,66,26.8,92.9
New Jersey,2020-09-12,2020-09-11,68,22.6,90.7
New Mexico,2020-09-12,2020-09-11,56.7,27.9,84.6
New York,2020-09-12,2020-09-11,62.4,28.1,90.5
North Carolina,2020-09-12,2020-09-11,61.7,23.9,85.6
North Dakota,2020-09-12,2020-09-11,64.5,27.1,91.6
Ohio,2020-09-12,2020-09-11,69.8,23.3,93
Oklahoma,2020-09-12,2020-09-11,60,28.1,88.1
Oregon,2020-09-12,2020-09-11,68.4,27.7,96.1
Pennsylvania,2020-09-12,2020-09-11,68.4,24.4,92.8
Rhode Island,2020-09-12,2020-09-11,64,28.2,92.1
South Carolina,2020-09-12,2020-09-11,59.7,24.3,84
South Dakota,2020-09-12,2020-09-11,66.3,23.1,89.5
Tennessee,2020-09-12,2020-09-11,65,26.7,91.7
Texas,2020-09-12,2020-09-11,61.3,28,89.3
Utah,2020-09-12,2020-09-11,70.2,23.3,93.5
Vermont,2020-09-12,2020-09-11,59.7,34.8,94.5
Virginia,2020-09-12,2020-09-11,70.2,21.4,91.6
Washington,2020-09-12,2020-09-11,71.6,25.8,97.4
West Virginia,2020-09-12,2020-09-11,55.9,42.8,98.7
Wisconsin,2020-09-12,2020-09-11,71.6,24.7,96.3
Wyoming,2020-09-12,2020-09-11,60.1,28.1,88.2
Puerto Rico,2020-09-12,2020-09-11,33.9,56.9,90.8
U.S. Total,2020-09-13,2020-09-12,65.8,25.5,91.3
Alabama,2020-09-13,2020-09-12,62.4,20.6,83
Alaska,2020-09-13,2020-09-12,53.5,40.1,93.6
Arizona,2020-09-13,2020-09-12,62.5,22.4,84.9
Arkansas,2020-09-13,2020-09-12,59.9,34.8,94.8
California,2020-09-13,2020-09-12,68.2,25.8,94
Colorado,2020-09-13,2020-09-12,69,22.3,91.3
Connecticut,2020-09-13,2020-09-12,69.7,26.4,96.2
Delaware,2020-09-13,2020-09-12,63.6,26,89.6
District of Columbia,2020-09-13,2020-09-12,62.3,27.1,89.4
Florida,2020-09-13,2020-09-12,62.5,24.2,86.7
Georgia,2020-09-13,2020-09-12,61.2,22.8,83.9
Hawaii,2020-09-13,2020-09-12,62.3,35.6,97.8
Idaho,2020-09-13,2020-09-12,68.9,30.3,99.2
Illinois,2020-09-13,2020-09-12,70.3,24,94.3
Indiana,2020-09-13,2020-09-12,69.6,27,96.6
Iowa,2020-09-13,2020-09-12,70.5,18.3,88.7
Kansas,2020-09-13,2020-09-12,69.1,27.7,96.8
Kentucky,2020-09-13,2020-09-12,67.6,21.5,89
Louisiana,2020-09-13,2020-09-12,59,25.1,84.1
Maine,2020-09-13,2020-09-12,57.6,39.2,96.8
Maryland,2020-09-13,2020-09-12,70,23.3,93.3
Massachusetts,2020-09-13,2020-09-12,68.2,25.6,93.9
Michigan,2020-09-13,2020-09-12,70.6,20.9,91.5
Minnesota,2020-09-13,2020-09-12,74.4,20.9,95.3
Mississippi,2020-09-13,2020-09-12,59.4,24.4,83.8
Missouri,2020-09-13,2020-09-12,65.1,29.3,94.4
Montana,2020-09-13,2020-09-12,59.1,24.8,83.9
Nebraska,2020-09-13,2020-09-12,71.1,21.5,92.6
Nevada,2020-09-13,2020-09-12,65.4,25.3,90.7
New Hampshire,2020-09-13,2020-09-12,66.1,27.2,93.3
New Jersey,2020-09-13,2020-09-12,68.1,23.3,91.4
New Mexico,2020-09-13,2020-09-12,56.8,28.6,85.4
New York,2020-09-13,2020-09-12,62.4,28.8,91.3
North Carolina,2020-09-13,2020-09-12,61.8,24.6,86.3
North Dakota,2020-09-13,2020-09-12,64.5,27.7,92.2
Ohio,2020-09-13,2020-09-12,69.8,23.7,93.5
Oklahoma,2020-09-13,2020-09-12,60,28.7,88.7
Oregon,2020-09-13,2020-09-12,68.4,27.8,96.2
Pennsylvania,2020-09-13,2020-09-12,68.5,24.8,93.3
Rhode Island,2020-09-13,2020-09-12,64,28.7,92.7
South Carolina,2020-09-13,2020-09-12,59.7,25,84.7
South Dakota,2020-09-13,2020-09-12,66.4,23.7,90
Tennessee,2020-09-13,2020-09-12,65.1,27.2,92.3
Texas,2020-09-13,2020-09-12,61.4,28.7,90.1
Utah,2020-09-13,2020-09-12,70.2,23.7,93.9
Vermont,2020-09-13,2020-09-12,59.7,35.4,95
Virginia,2020-09-13,2020-09-12,70.3,21.8,92.1
Washington,2020-09-13,2020-09-12,71.7,25.6,97.3
West Virginia,2020-09-13,2020-09-12,55.9,43.1,99
Wisconsin,2020-09-13,2020-09-12,71.6,24.8,96.4
Wyoming,2020-09-13,2020-09-12,60.1,28.6,88.7
Puerto Rico,2020-09-13,2020-09-12,33.9,58,92
U.S. Total,2020-09-14,2020-09-13,65.8,26,91.8
Alabama,2020-09-14,2020-09-13,62.4,21.2,83.7
Alaska,2020-09-14,2020-09-13,53.5,40.6,94.1
Arizona,2020-09-14,2020-09-13,62.6,23.3,85.9
Arkansas,2020-09-14,2020-09-13,59.9,35.4,95.3
California,2020-09-14,2020-09-13,68.2,26.3,94.5
Colorado,2020-09-14,2020-09-13,69.1,22.8,91.9
Connecticut,2020-09-14,2020-09-13,69.8,26.7,96.5
Delaware,2020-09-14,2020-09-13,63.7,26.6,90.2
District of Columbia,2020-09-14,2020-09-13,62.3,27.7,90.1
Florida,2020-09-14,2020-09-13,62.6,24.8,87.4
Georgia,2020-09-14,2020-09-13,61.2,23.5,84.7
Hawaii,2020-09-14,2020-09-13,62.3,35.9,98.2
Idaho,2020-09-14,2020-09-13,68.9,30.5,99.3
Illinois,2020-09-14,2020-09-13,70.3,24.4,94.7
Indiana,2020-09-14,2020-09-13,69.7,27.2,96.8
Iowa,2020-09-14,2020-09-13,70.5,18.9,89.4
Kansas,2020-09-14,2020-09-13,69.1,28,97.1
Kentucky,2020-09-14,2020-09-13,67.6,21.9,89.5
Louisiana,2020-09-14,2020-09-13,59,25.7,84.7
Maine,2020-09-14,2020-09-13,57.6,39.4,97
Maryland,2020-09-14,2020-09-13,70,23.7,93.8
Massachusetts,2020-09-14,2020-09-13,68.3,26,94.3
Michigan,2020-09-14,2020-09-13,70.6,21.4,92
Minnesota,2020-09-14,2020-09-13,74.5,21.2,95.7
Mississippi,2020-09-14,2020-09-13,59.4,25.2,84.6
Missouri,2020-09-14,2020-09-13,65.2,29.6,94.8
Montana,2020-09-14,2020-09-13,59.1,25.5,84.6
Nebraska,2020-09-14,2020-09-13,71.1,22,93.1
Nevada,2020-09-14,2020-09-13,65.4,26,91.4
New Hampshire,2020-09-14,2020-09-13,66.1,27.8,93.9
New Jersey,2020-09-14,2020-09-13,68.1,23.9,92.1
New Mexico,2020-09-14,2020-09-13,56.8,29.3,86.1
New York,2020-09-14,2020-09-13,62.5,29.5,92
North Carolina,2020-09-14,2020-09-13,61.8,25.1,87
North Dakota,2020-09-14,2020-09-13,64.5,28.3,92.8
Ohio,2020-09-14,2020-09-13,69.8,24.2,94
Oklahoma,2020-09-14,2020-09-13,60,29.4,89.4
Oregon,2020-09-14,2020-09-13,68.4,27.9,96.3
Pennsylvania,2020-09-14,2020-09-13,68.5,25.2,93.7
Rhode Island,2020-09-14,2020-09-13,64.1,29.3,93.3
South Carolina,2020-09-14,2020-09-13,59.7,25.6,85.3
South Dakota,2020-09-14,2020-09-13,66.4,24.2,90.6
Tennessee,2020-09-14,2020-09-13,65.1,27.7,92.8
Texas,2020-09-14,2020-09-13,61.4,29.3,90.8
Utah,2020-09-14,2020-09-13,70.2,24,94.2
Vermont,2020-09-14,2020-09-13,59.7,35.9,95.6
Virginia,2020-09-14,2020-09-13,70.3,22.3,92.6
Washington,2020-09-14,2020-09-13,71.7,25.8,97.5
West Virginia,2020-09-14,2020-09-13,55.9,43.3,99.2
Wisconsin,2020-09-14,2020-09-13,71.7,25.1,96.7
Wyoming,2020-09-14,2020-09-13,60.2,29.1,89.3
Puerto Rico,2020-09-14,2020-09-13,34,59,92.9
U.S. Total,2020-09-15,2020-09-14,65.9,26.6,92.4
Alabama,2020-09-15,2020-09-14,62.5,21.9,84.4
Alaska,2020-09-15,2020-09-14,53.5,41,94.6
Arizona,2020-09-15,2020-09-14,62.7,24.2,86.9
Arkansas,2020-09-15,2020-09-14,60,35.9,95.9
California,2020-09-15,2020-09-14,68.3,26.7,95
Colorado,2020-09-15,2020-09-14,69.1,23.3,92.4
Connecticut,2020-09-15,2020-09-14,69.8,27.1,96.9
Delaware,2020-09-15,2020-09-14,63.7,27.2,90.9
District of Columbia,2020-09-15,2020-09-14,62.4,28.3,90.7
Florida,2020-09-15,2020-09-14,62.6,25.6,88.2
Georgia,2020-09-15,2020-09-14,61.3,24.3,85.6
Hawaii,2020-09-15,2020-09-14,62.3,36.1,98.4
Idaho,2020-09-15,2020-09-14,68.9,30.5,99.4
Illinois,2020-09-15,2020-09-14,70.3,24.8,95.1
Indiana,2020-09-15,2020-09-14,69.7,27.5,97.2
Iowa,2020-09-15,2020-09-14,70.5,19.6,90.1
Kansas,2020-09-15,2020-09-14,69.1,28.2,97.3
Kentucky,2020-09-15,2020-09-14,67.6,22.4,90.1
Louisiana,2020-09-15,2020-09-14,59.1,26.4,85.4
Maine,2020-09-15,2020-09-14,57.7,39.7,97.3
Maryland,2020-09-15,2020-09-14,70.1,24.2,94.3
Massachusetts,2020-09-15,2020-09-14,68.3,26.4,94.7
Michigan,2020-09-15,2020-09-14,70.6,22,92.7
Minnesota,2020-09-15,2020-09-14,74.5,21.6,96.1
Mississippi,2020-09-15,2020-09-14,59.5,26,85.4
Missouri,2020-09-15,2020-09-14,65.2,30,95.2
Montana,2020-09-15,2020-09-14,59.2,26.2,85.3
Nebraska,2020-09-15,2020-09-14,71.2,22.5,93.7
Nevada,2020-09-15,2020-09-14,65.5,26.7,92.2
New Hampshire,2020-09-15,2020-09-14,66.2,28.3,94.4
New Jersey,2020-09-15,2020-09-14,68.2,24.5,92.7
New Mexico,2020-09-15,2020-09-14,56.9,30,86.9
New York,2020-09-15,2020-09-14,62.6,30.1,92.7
North Carolina,2020-09-15,2020-09-14,61.9,25.8,87.7
North Dakota,2020-09-15,2020-09-14,64.5,29,93.5
Ohio,2020-09-15,2020-09-14,69.9,24.6,94.5
Oklahoma,2020-09-15,2020-09-14,60.1,30,90.1
Oregon,2020-09-15,2020-09-14,68.4,28,96.5
Pennsylvania,2020-09-15,2020-09-14,68.5,25.6,94.2
Rhode Island,2020-09-15,2020-09-14,64.1,29.8,93.9
South Carolina,2020-09-15,2020-09-14,59.8,26.3,86.1
South Dakota,2020-09-15,2020-09-14,66.4,24.8,91.2
Tennessee,2020-09-15,2020-09-14,65.1,28.3,93.4
Texas,2020-09-15,2020-09-14,61.5,30.1,91.6
Utah,2020-09-15,2020-09-14,70.3,24.4,94.7
Vermont,2020-09-15,2020-09-14,59.8,36.4,96.2
Virginia,2020-09-15,2020-09-14,70.3,22.8,93.1
Washington,2020-09-15,2020-09-14,71.7,26,97.7
West Virginia,2020-09-15,2020-09-14,55.9,43.5,99.4
Wisconsin,2020-09-15,2020-09-14,71.7,25.4,97
Wyoming,2020-09-15,2020-09-14,60.2,29.8,90
Puerto Rico,2020-09-15,2020-09-14,34,59.9,93.9
U.S. Total,2020-09-16,2020-09-15,65.9,27.1,93
Alabama,2020-09-16,2020-09-15,62.6,22.5,85
Alaska,2020-09-16,2020-09-15,53.6,41.4,95
Arizona,2020-09-16,2020-09-15,62.8,25.2,87.9
Arkansas,2020-09-16,2020-09-15,60,36.4,96.4
California,2020-09-16,2020-09-15,68.4,27.1,95.4
Colorado,2020-09-16,2020-09-15,69.2,23.7,92.9
Connecticut,2020-09-16,2020-09-15,69.9,27.3,97.2
Delaware,2020-09-16,2020-09-15,63.8,27.6,91.4
District of Columbia,2020-09-16,2020-09-15,62.5,28.9,91.4
Florida,2020-09-16,2020-09-15,62.7,26.3,89
Georgia,2020-09-16,2020-09-15,61.4,25.2,86.6
Hawaii,2020-09-16,2020-09-15,62.4,36.2,98.6
Idaho,2020-09-16,2020-09-15,68.9,30.7,99.6
Illinois,2020-09-16,2020-09-15,70.4,25.1,95.5
Indiana,2020-09-16,2020-09-15,69.7,27.8,97.5
Iowa,2020-09-16,2020-09-15,70.6,20.2,90.8
Kansas,2020-09-16,2020-09-15,69.2,28.4,97.6
Kentucky,2020-09-16,2020-09-15,67.7,23,90.7
Louisiana,2020-09-16,2020-09-15,59.1,27,86.2
Maine,2020-09-16,2020-09-15,57.7,39.9,97.6
Maryland,2020-09-16,2020-09-15,70.1,24.6,94.8
Massachusetts,2020-09-16,2020-09-15,68.4,26.7,95.1
Michigan,2020-09-16,2020-09-15,70.7,22.6,93.3
Minnesota,2020-09-16,2020-09-15,74.5,21.9,96.5
Mississippi,2020-09-16,2020-09-15,59.5,26.7,86.2
Missouri,2020-09-16,2020-09-15,65.2,30.4,95.6
Montana,2020-09-16,2020-09-15,59.2,26.8,86.1
Nebraska,2020-09-16,2020-09-15,71.2,23,94.2
Nevada,2020-09-16,2020-09-15,65.6,27.3,92.9
New Hampshire,2020-09-16,2020-09-15,66.3,28.7,95
New Jersey,2020-09-16,2020-09-15,68.3,25.1,93.4
New Mexico,2020-09-16,2020-09-15,57,30.8,87.8
New York,2020-09-16,2020-09-15,62.7,30.7,93.4
North Carolina,2020-09-16,2020-09-15,62,26.5,88.5
North Dakota,2020-09-16,2020-09-15,64.6,29.6,94.2
Ohio,2020-09-16,2020-09-15,69.9,25.1,95
Oklahoma,2020-09-16,2020-09-15,60.1,30.7,90.8
Oregon,2020-09-16,2020-09-15,68.5,28.1,96.6
Pennsylvania,2020-09-16,2020-09-15,68.6,26,94.6
Rhode Island,2020-09-16,2020-09-15,64.2,30.2,94.4
South Carolina,2020-09-16,2020-09-15,59.9,27,86.9
South Dakota,2020-09-16,2020-09-15,66.5,25.3,91.8
Tennessee,2020-09-16,2020-09-15,65.2,28.8,94
Texas,2020-09-16,2020-09-15,61.6,30.8,92.4
Utah,2020-09-16,2020-09-15,70.3,24.9,95.2
Vermont,2020-09-16,2020-09-15,59.8,36.8,96.7
Virginia,2020-09-16,2020-09-15,70.4,23.2,93.6
Washington,2020-09-16,2020-09-15,71.7,26.1,97.8
West Virginia,2020-09-16,2020-09-15,55.9,43.6,99.5
Wisconsin,2020-09-16,2020-09-15,71.7,25.6,97.3
Wyoming,2020-09-16,2020-09-15,60.3,30.4,90.6
Puerto Rico,2020-09-16,2020-09-15,34.1,60.8,94.9
U.S. Total,2020-09-17,2020-09-16,66,27.6,93.6
Alabama,2020-09-17,2020-09-16,62.6,23,85.6
Alaska,2020-09-17,2020-09-16,53.6,41.8,95.4
Arizona,2020-09-17,2020-09-16,62.9,26.1,88.9
Arkansas,2020-09-17,2020-09-16,60.1,36.8,96.9
California,2020-09-17,2020-09-16,68.4,27.4,95.8
Colorado,2020-09-17,2020-09-16,69.2,24.2,93.4
Connecticut,2020-09-17,2020-09-16,69.9,27.5,97.5
Delaware,2020-09-17,2020-09-16,63.9,28.2,92.1
District of Columbia,2020-09-17,2020-09-16,62.5,29.5,92.1
Florida,2020-09-17,2020-09-16,62.8,27,89.8
Georgia,2020-09-17,2020-09-16,61.5,25.9,87.4
Hawaii,2020-09-17,2020-09-16,62.4,36.4,98.9
Idaho,2020-09-17,2020-09-16,68.9,30.8,99.7
Illinois,2020-09-17,2020-09-16,70.4,25.4,95.8
Indiana,2020-09-17,2020-09-16,69.8,28.1,97.8
Iowa,2020-09-17,2020-09-16,70.7,20.8,91.5
Kansas,2020-09-17,2020-09-16,69.2,28.6,97.8
Kentucky,2020-09-17,2020-09-16,67.7,23.6,91.3
Louisiana,2020-09-17,2020-09-16,59.2,27.7,86.9
Maine,2020-09-17,2020-09-16,57.8,40.2,98
Maryland,2020-09-17,2020-09-16,70.2,25.1,95.2
Massachusetts,2020-09-17,2020-09-16,68.5,27.1,95.5
Michigan,2020-09-17,2020-09-16,70.7,23.2,93.9
Minnesota,2020-09-17,2020-09-16,74.6,22.3,96.8
Mississippi,2020-09-17,2020-09-16,59.5,27.6,87.1
Missouri,2020-09-17,2020-09-16,65.3,30.8,96
Montana,2020-09-17,2020-09-16,59.3,27.5,86.9
Nebraska,2020-09-17,2020-09-16,71.3,23.4,94.7
Nevada,2020-09-17,2020-09-16,65.7,27.7,93.4
New Hampshire,2020-09-17,2020-09-16,66.3,29.2,95.5
New Jersey,2020-09-17,2020-09-16,68.3,25.7,94
New Mexico,2020-09-17,2020-09-16,57.1,31.5,88.6
New York,2020-09-17,2020-09-16,62.8,31.2,94
North Carolina,2020-09-17,2020-09-16,62.1,27.3,89.3
North Dakota,2020-09-17,2020-09-16,64.6,30.2,94.8
Ohio,2020-09-17,2020-09-16,70,25.5,95.5
Oklahoma,2020-09-17,2020-09-16,60.2,31.3,91.5
Oregon,2020-09-17,2020-09-16,68.5,28.2,96.7
Pennsylvania,2020-09-17,2020-09-16,68.6,26.4,95.1
Rhode Island,2020-09-17,2020-09-16,64.3,30.7,95
South Carolina,2020-09-17,2020-09-16,59.9,27.7,87.7
South Dakota,2020-09-17,2020-09-16,66.6,25.9,92.4
Tennessee,2020-09-17,2020-09-16,65.3,29.3,94.5
Texas,2020-09-17,2020-09-16,61.6,31.5,93.2
Utah,2020-09-17,2020-09-16,70.3,25.4,95.7
Vermont,2020-09-17,2020-09-16,59.9,37.3,97.2
Virginia,2020-09-17,2020-09-16,70.4,23.6,94.1
Washington,2020-09-17,2020-09-16,71.8,26.3,98
West Virginia,2020-09-17,2020-09-16,55.9,43.7,99.6
Wisconsin,2020-09-17,2020-09-16,71.7,25.9,97.6
Wyoming,2020-09-17,2020-09-16,60.3,31,91.3
Puerto Rico,2020-09-17,2020-09-16,34.1,61.7,95.8
U.S. Total,2020-09-18,2020-09-17,66,28,94.1
Alabama,2020-09-18,2020-09-17,62.6,23.6,86.3
Alaska,2020-09-18,2020-09-17,53.7,42.2,95.9
Arizona,2020-09-18,2020-09-17,63,26.9,89.9
Arkansas,2020-09-18,2020-09-17,60.1,37.2,97.3
California,2020-09-18,2020-09-17,68.5,27.7,96.1
Colorado,2020-09-18,2020-09-17,69.3,24.6,93.9
Connecticut,2020-09-18,2020-09-17,70,27.7,97.7
Delaware,2020-09-18,2020-09-17,63.9,28.6,92.6
District of Columbia,2020-09-18,2020-09-17,62.6,30.1,92.7
Florida,2020-09-18,2020-09-17,62.8,27.7,90.6
Georgia,2020-09-18,2020-09-17,61.5,26.7,88.2
Hawaii,2020-09-18,2020-09-17,62.5,36.6,99
Idaho,2020-09-18,2020-09-17,68.9,30.8,99.8
Illinois,2020-09-18,2020-09-17,70.5,25.7,96.2
Indiana,2020-09-18,2020-09-17,69.8,28.3,98.1
Iowa,2020-09-18,2020-09-17,70.7,21.5,92.2
Kansas,2020-09-18,2020-09-17,69.2,28.8,98
Kentucky,2020-09-18,2020-09-17,67.7,24.1,91.9
Louisiana,2020-09-18,2020-09-17,59.2,28.4,87.7
Maine,2020-09-18,2020-09-17,57.8,40.5,98.3
Maryland,2020-09-18,2020-09-17,70.2,25.4,95.6
Massachusetts,2020-09-18,2020-09-17,68.5,27.4,95.9
Michigan,2020-09-18,2020-09-17,70.7,23.7,94.4
Minnesota,2020-09-18,2020-09-17,74.6,22.6,97.2
Mississippi,2020-09-18,2020-09-17,59.6,28.4,88
Missouri,2020-09-18,2020-09-17,65.3,31.1,96.4
Montana,2020-09-18,2020-09-17,59.4,28.2,87.6
Nebraska,2020-09-18,2020-09-17,71.3,23.9,95.3
Nevada,2020-09-18,2020-09-17,65.7,28.2,94
New Hampshire,2020-09-18,2020-09-17,66.4,29.7,96
New Jersey,2020-09-18,2020-09-17,68.4,26.2,94.6
New Mexico,2020-09-18,2020-09-17,57.2,32.3,89.4
New York,2020-09-18,2020-09-17,62.8,31.7,94.6
North Carolina,2020-09-18,2020-09-17,62.2,27.7,89.9
North Dakota,2020-09-18,2020-09-17,64.7,30.7,95.4
Ohio,2020-09-18,2020-09-17,70,25.9,95.9
Oklahoma,2020-09-18,2020-09-17,60.2,31.9,92.1
Oregon,2020-09-18,2020-09-17,68.5,28.3,96.9
Pennsylvania,2020-09-18,2020-09-17,68.7,26.8,95.5
Rhode Island,2020-09-18,2020-09-17,64.4,31.1,95.5
South Carolina,2020-09-18,2020-09-17,60,28.2,88.2
South Dakota,2020-09-18,2020-09-17,66.6,26.3,93
Tennessee,2020-09-18,2020-09-17,65.3,29.7,95
Texas,2020-09-18,2020-09-17,61.7,32.2,93.9
Utah,2020-09-18,2020-09-17,70.4,25.9,96.2
Vermont,2020-09-18,2020-09-17,59.9,37.7,97.6
Virginia,2020-09-18,2020-09-17,70.5,24,94.5
Washington,2020-09-18,2020-09-17,71.8,26.4,98.2
West Virginia,2020-09-18,2020-09-17,55.9,43.8,99.7
Wisconsin,2020-09-18,2020-09-17,71.8,26.1,97.9
Wyoming,2020-09-18,2020-09-17,60.4,31.6,92
Puerto Rico,2020-09-18,2020-09-17,34.1,62.4,96.5
U.S. Total,2020-09-19,2020-09-18,66.1,28.5,94.6
Alabama,2020-09-19,2020-09-18,62.7,24.4,87
Alaska,2020-09-19,2020-09-18,53.7,42.6,96.3
Arizona,2020-09-19,2020-09-18,63,27.7,90.7
Arkansas,2020-09-19,2020-09-18,60.1,37.6,97.7
California,2020-09-19,2020-09-18,68.5,28,96.5
Colorado,2020-09-19,2020-09-18,69.3,25.1,94.3
Connecticut,2020-09-19,2020-09-18,70,27.9,97.9
Delaware,2020-09-19,2020-09-18,64,29.2,93.2
District of Columbia,2020-09-19,2020-09-18,62.6,30.6,93.2
Florida,2020-09-19,2020-09-18,62.9,28.5,91.3
Georgia,2020-09-19,2020-09-18,61.6,27.5,89.1
Hawaii,2020-09-19,2020-09-18,62.5,36.7,99.2
Idaho,2020-09-19,2020-09-18,68.9,30.8,99.8
Illinois,2020-09-19,2020-09-18,70.5,26,96.5
Indiana,2020-09-19,2020-09-18,69.8,28.5,98.3
Iowa,2020-09-19,2020-09-18,70.8,22.1,92.9
Kansas,2020-09-19,2020-09-18,69.3,29,98.2
Kentucky,2020-09-19,2020-09-18,67.7,24.7,92.4
Louisiana,2020-09-19,2020-09-18,59.3,29.1,88.4
Maine,2020-09-19,2020-09-18,57.8,40.7,98.5
Maryland,2020-09-19,2020-09-18,70.3,25.8,96
Massachusetts,2020-09-19,2020-09-18,68.5,27.7,96.2
Michigan,2020-09-19,2020-09-18,70.8,24.2,95
Minnesota,2020-09-19,2020-09-18,74.6,22.9,97.5
Mississippi,2020-09-19,2020-09-18,59.6,29.2,88.8
Missouri,2020-09-19,2020-09-18,65.3,31.4,96.7
Montana,2020-09-19,2020-09-18,59.5,28.9,88.3
Nebraska,2020-09-19,2020-09-18,71.3,24.4,95.8
Nevada,2020-09-19,2020-09-18,65.8,28.7,94.5
New Hampshire,2020-09-19,2020-09-18,66.4,30.1,96.5
New Jersey,2020-09-19,2020-09-18,68.4,26.7,95.2
New Mexico,2020-09-19,2020-09-18,57.2,33,90.2
New York,2020-09-19,2020-09-18,62.9,32.2,95.1
North Carolina,2020-09-19,2020-09-18,62.2,28.4,90.6
North Dakota,2020-09-19,2020-09-18,64.7,31.3,96
Ohio,2020-09-19,2020-09-18,70,26.3,96.3
Oklahoma,2020-09-19,2020-09-18,60.3,32.5,92.8
Oregon,2020-09-19,2020-09-18,68.6,28.5,97.1
Pennsylvania,2020-09-19,2020-09-18,68.7,27.2,95.9
Rhode Island,2020-09-19,2020-09-18,64.4,31.5,95.9
South Carolina,2020-09-19,2020-09-18,60,28.9,88.9
South Dakota,2020-09-19,2020-09-18,66.6,26.8,93.4
Tennessee,2020-09-19,2020-09-18,65.3,30.2,95.5
Texas,2020-09-19,2020-09-18,61.7,32.9,94.6
Utah,2020-09-19,2020-09-18,70.4,26.3,96.7
Vermont,2020-09-19,2020-09-18,59.9,38.1,98
Virginia,2020-09-19,2020-09-18,70.5,24.4,94.9
Washington,2020-09-19,2020-09-18,71.8,26.5,98.3
West Virginia,2020-09-19,2020-09-18,55.9,43.9,99.8
Wisconsin,2020-09-19,2020-09-18,71.8,26.3,98.1
Wyoming,2020-09-19,2020-09-18,60.4,32.2,92.6
Puerto Rico,2020-09-19,2020-09-18,34.2,63,97.2
